n,score
9554,35496
9555,34200
9556,34336
9557,32068
9558,27388
9559,38204
9560,56452
9561,16132
9562,35356
9563,4936
9564,34580
9565,35648
9566,59668
9567,25680
9568,14472
9569,35768
9570,50568
9571,35772
9572,35924
9573,8156
9574,34652
9575,16144
9576,30304
9577,12220
9578,62592
9579,32448
9580,14408
9581,32096
9582,46724
9583,34704
9584,41236
9585,40044
9586,60268
9587,67572
9588,16308
9589,60240
9590,4032
9591,34272
9592,28036
9593,34524
9594,34472
9595,33216
9596,12236
9597,32200
9598,26916
9599,36184
9600,35792
9601,45176
9602,34268
9603,66268
9604,34468
9605,32680
9606,36276
9607,27072
9608,35292
9609,30740
9610,29824
9611,31908
9612,12200
9613,28460
9614,40496
9615,14444
9616,12184
9617,33520
9618,27272
9619,32152
9620,12308
9621,34556
9622,36000
9623,55028
9624,16020
9625,35052
9626,34064
9627,60312
9628,33896
9629,32104
9630,59140
9631,32132
9632,35980
9633,34648
9634,7388
9635,24820
9636,23260
9637,34392
9638,30192
9639,34100
9640,36308
9641,35568
9642,31320
9643,32100
9644,35812
9645,14668
9646,25588
9647,32276
9648,27544
9649,14644
9650,32020
9651,35664
9652,35712
9653,14440
9654,39104
9655,21460
9656,28864
9657,23304
9658,26776
9659,35392
9660,33572
9661,35860
9662,30168
9663,51316
9664,36860
9665,34496
9666,32384
9667,12140
9668,12076
9669,26964
9670,35564
9671,35272
9672,5644
9673,36048
9674,30712
9675,34372
9676,34180
9677,38876
9678,25004
9679,34416
9680,34716
9681,34112
9682,31272
9683,34496
9684,60144
9685,12280
9686,35436
9687,35556
9688,35512
9689,35916
9690,60136
9691,32224
9692,25500
9693,32204
9694,48180
9695,12404
9696,35416
9697,35896
9698,35996
9699,36192
9700,23364
9701,21388
9702,74624
9703,36184
9704,35892
9705,32060
9706,32128
9707,3416
9708,36400
9709,17100
9710,32124
9711,25580
9712,27620
9713,35420
9714,35348
9715,32524
9716,30556
9717,51108
9718,35336
9719,23332
9720,53700
9721,36288
9722,14600
9723,33988
9724,26740
9725,7168
9726,36280
9727,55348
9728,35640
9729,35596
9730,34428
9731,34504
9732,36132
9733,27192
9734,25108
9735,30620
9736,36200
9737,36192
9738,33492
9739,31296
9740,29912
9741,19244
9742,35984
9743,35812
9744,61160
9745,34468
9746,12116
9747,30464
9748,27360
9749,12348
9750,32368
9751,23496
9752,56408
9753,39288
9754,12648
9755,36424
9756,31820
9757,33536
9758,12348
9759,39868
9760,35124
9761,26788
9762,34016
9763,34760
9764,12812
9765,35612
9766,30356
9767,34744
9768,38096
9769,31220
9770,30464
9771,36196
9772,35816
9773,19476
9774,34392
9775,15600
9776,34588
9777,36168
9778,16188
9779,14432
9780,32080
9781,34044
9782,14400
9783,35812
9784,26796
9785,35856
9786,34168
9787,29592
9788,33216
9789,32260
9790,32244
9791,34352
9792,60276
9793,16032
9794,35548
9795,34504
9796,36396
9797,65824
9798,64648
9799,34260
9800,32816
9801,24944
9802,35572
9803,27092
9804,30488
9805,34472
9806,25724
9807,32932
9808,31084
9809,27160
9810,25712
9811,7176
9812,62696
9813,46532
9814,32944
9815,36164
9816,31412
9817,35128
9818,32556
9819,32204
9820,36228
9821,35852
9822,33992
9823,36248
9824,856
9825,39860
9826,35816
9827,32500
9828,35368
9829,31276
9830,35692
9831,33772
9832,36216
9833,67284
9834,34092
9835,49752
9836,10684
9837,30228
9838,36344
9839,39716
9840,31280
9841,67320
9842,37008
9843,35568
9844,33204
9845,35880
9846,35476
9847,35584
9848,23100
9849,34968
9850,33756
9851,35756
9852,31740
9853,32248
9854,48064
9855,30564
9856,34504
9857,30472
9858,36208
9859,50572
9860,15768
9861,53552
9862,35224
9863,35476
9864,34488
9865,25468
9866,38328
9867,50508
9868,35360
9869,35080
9870,14572
9871,35204
9872,23420
9873,26700
9874,26620
9875,34372
9876,33200
9877,38408
9878,33300
9879,32140
9880,16184
9881,32204
9882,76388
9883,35560
9884,37088
9885,26188
9886,35164
9887,36260
9888,34604
9889,34816
9890,35240
9891,31500
9892,31496
9893,32332
9894,32244
9895,56308
9896,60208
9897,31696
9898,30088
9899,35360
9900,36448
9901,26276
9902,32808
9903,34036
9904,4704
9905,36008
9906,36732
9907,17860
9908,35432
9909,36104
9910,26432
9911,34200
9912,30428
9913,35328
9914,6996
9915,23348
9916,35300
9917,5728
9918,33016
9919,36124
9920,50672
9921,35764
9922,35780
9923,33204
9924,31592
9925,51568
9926,35056
9927,36824
9928,16400
9929,27444
9930,35944
9931,35288
9932,33616
9933,35796
9934,61052
9935,30396
9936,35288
9937,34328
9938,58864
9939,35860
9940,34636
9941,28980
9942,31744
9943,33768
9944,48748
9945,60496
9946,37004
9947,23108
9948,35400
9949,31316
9950,34448
9951,12252
9952,12204
9953,13644
9954,28788
9955,36276
9956,33608
9957,33952
9958,39776
9959,31456
9960,34280
9961,34440
9962,37844
9963,5724
9964,57036
9965,35832
9966,32264
9967,25244
9968,35656
9969,35128
9970,37060
9971,14264
9972,35672
9973,16300
9974,37708
9975,31856
9976,36044
9977,66472
9978,31496
9979,34780
9980,36004
9981,60376
9982,33780
9983,32496
9984,36888
9985,19908
9986,31760
9987,37836
9988,31144
9989,34288
9990,32376
9991,35256
9992,65916
9993,31840
9994,32240
9995,25760
9996,27200
9997,56484
9998,32416
9999,12128
10000,34164
10001,22948
10002,15872
10003,67356
10004,32128
10005,41112
10006,36508
10007,14464
10008,35952
10009,34480
10010,34784
10011,16732
10012,34500
10013,12212
10014,32376
10015,34308
10016,36192
10017,32172
10018,1332
10019,32124
10020,41964
10021,31976
10022,35456
10023,35384
10024,60392
10025,23220
10026,34228
10027,34524
10028,30572
10029,26656
10030,19440
10031,32716
10032,34504
10033,47380
10034,23308
10035,31516
10036,53488
10037,35152
10038,67424
10039,25488
10040,29828
10041,32532
10042,34548
10043,61164
10044,3468
10045,35756
10046,30360
10047,47428
10048,66996
10049,29732
10050,24520
10051,32328
10052,38484
10053,27564
10054,31388
10055,17012
10056,33932
10057,36908
10058,27248
10059,29476
10060,35456
10061,36316
10062,15784
10063,31812
10064,35740
10065,34464
10066,32500
10067,35688
10068,35480
10069,33828
10070,33688
10071,43484
10072,35196
10073,23528
10074,25648
10075,51580
10076,25656
10077,35460
10078,11876
10079,32052
10080,35820
10081,33260
10082,45256
10083,30292
10084,15632
10085,34496
10086,58736
10087,30804
10088,56552
10089,35488
10090,27212
10091,37104
10092,34096
10093,33680
10094,61892
10095,30484
10096,12252
10097,35440
10098,35580
10099,58184
10100,26176
10101,60224
10102,4660
10103,16224
10104,64912
10105,34456
10106,40668
10107,59996
10108,36308
10109,35476
10110,35492
10111,31528
10112,34176
10113,37888
10114,5668
10115,34648
10116,19964
10117,16472
10118,35364
10119,34460
10120,30620
10121,65424
10122,31964
10123,32172
10124,33004
10125,36044
10126,61048
10127,36108
10128,35376
10129,12396
10130,36076
10131,34060
10132,31684
10133,33772
10134,36168
10135,35920
10136,33920
10137,31200
10138,27324
10139,66104
10140,35100
10141,32044
10142,32448
10143,36880
10144,34384
10145,34600
10146,35496
10147,36480
10148,45516
10149,36068
10150,35088
10151,31980
10152,34580
10153,34428
10154,32172
10155,19712
10156,15804
10157,35620
10158,33836
10159,36644
10160,57160
10161,4688
10162,32872
10163,16920
10164,33696
10165,31484
10166,36264
10167,12876
10168,35424
10169,34768
10170,36392
10171,18960
10172,27788
10173,7196
10174,33508
10175,33948
10176,35972
10177,58824
10178,16224
10179,35508
10180,68352
10181,32420
10182,35936
10183,28644
10184,27840
10185,35844
10186,36128
10187,34628
10188,35416
10189,37420
10190,68540
10191,35440
10192,35720
10193,14696
10194,31428
10195,35316
10196,21924
10197,31528
10198,33656
10199,35664
10200,55360
10201,16092
10202,18776
10203,32100
10204,32420
10205,14476
10206,51720
10207,31860
10208,36160
10209,47480
10210,24972
10211,15992
10212,15020
10213,25572
10214,36392
10215,36300
10216,40204
10217,14444
10218,30140
10219,22408
10220,28924
10221,16036
10222,34036
10223,36184
10224,11820
10225,34504
10226,34284
10227,35468
10228,36096
10229,15748
10230,36756
10231,30540
10232,52944
10233,35928
10234,27080
10235,10556
10236,30396
10237,36340
10238,59436
10239,34300
10240,46824
10241,35332
10242,53788
10243,21744
10244,26332
10245,35672
10246,50872
10247,31436
10248,32320
10249,15920
10250,26296
10251,32184
10252,31588
10253,23448
10254,31848
10255,34620
10256,36356
10257,5668
10258,34536
10259,53876
10260,12188
10261,26808
10262,36128
10263,2992
10264,7056
10265,35260
10266,35912
10267,32044
10268,2564
10269,25772
10270,36976
10271,35700
10272,7168
10273,29296
10274,27264
10275,32152
10276,33828
10277,35368
10278,36132
10279,6116
10280,48872
10281,25048
10282,5164
10283,26472
10284,32552
10285,14456
10286,35984
10287,35168
10288,33676
10289,33988
10290,48136
10291,36820
10292,39344
10293,34348
10294,37756
10295,26696
10296,12200
10297,27116
10298,35996
10299,31828
10300,36152
10301,23232
10302,25432
10303,12376
10304,14468
10305,20880
10306,34184
10307,25784
10308,43688
10309,42872
10310,27324
10311,35848
10312,31148
10313,23188
10314,29868
10315,32240
10316,39892
10317,36164
10318,32180
10319,34704
10320,21760
10321,5696
10322,57028
10323,15932
10324,31216
10325,55852
10326,14512
10327,24408
10328,36464
10329,54608
10330,32228
10331,41144
10332,16124
10333,32364
10334,35240
10335,35528
10336,34088
10337,35704
10338,63880
10339,33532
10340,35884
10341,51236
10342,34108
10343,32616
10344,16472
10345,39860
10346,32400
10347,35268
10348,31964
10349,18076
10350,7160
10351,30456
10352,30544
10353,12888
10354,59644
10355,30704
10356,33684
10357,27792
10358,11308
10359,35356
10360,27968
10361,32108
10362,23620
10363,35400
10364,32584
10365,21352
10366,32136
10367,40748
10368,16108
10369,34236
10370,60348
10371,35984
10372,36176
10373,35864
10374,16716
10375,56496
10376,32856
10377,15828
10378,46560
10379,37008
10380,27208
10381,35356
10382,35392
10383,32476
10384,35248
10385,41204
10386,30852
10387,21468
10388,36192
10389,35136
10390,39408
10391,24316
10392,62988
10393,34560
10394,59132
10395,32164
10396,34352
10397,25452
10398,36004
10399,37208
10400,46964
10401,42772
10402,66136
10403,43320
10404,32172
10405,12368
10406,13764
10407,36284
10408,27540
10409,7148
10410,43284
10411,32868
10412,25800
10413,36388
10414,35804
10415,56780
10416,27096
10417,16004
10418,35420
10419,14080
10420,31660
10421,34456
10422,34116
10423,31628
10424,59924
10425,35884
10426,31640
10427,34904
10428,37100
10429,34864
10430,13736
10431,26204
10432,60784
10433,36308
10434,25764
10435,41384
10436,32540
10437,55868
10438,27180
10439,61840
10440,7148
10441,37512
10442,35632
10443,35060
10444,25740
10445,33648
10446,23392
10447,26032
10448,12344
10449,44464
10450,30528
10451,14392
10452,33484
10453,63472
10454,31412
10455,34608
10456,31016
10457,27100
10458,35800
10459,37716
10460,36544
10461,23424
10462,14660
10463,15372
10464,33836
10465,34500
10466,7912
10467,16468
10468,33996
10469,32112
10470,14364
10471,32464
10472,35424
10473,35932
10474,36512
10475,36148
10476,35004
10477,36080
10478,35440
10479,35544
10480,35136
10481,35872
10482,5880
10483,34520
10484,35192
10485,54796
10486,31920
10487,79440
10488,38212
10489,36156
10490,14468
10491,34360
10492,12188
10493,34316
10494,58040
10495,26536
10496,36480
10497,7140
10498,34244
10499,36112
10500,27452
10501,56544
10502,36452
10503,26816
10504,34380
10505,7160
10506,38036
10507,12208
10508,36164
10509,37848
10510,23536
10511,26380
10512,52376
10513,34344
10514,74180
10515,34284
10516,14760
10517,24488
10518,34408
10519,15732
10520,35864
10521,34716
10522,36304
10523,58576
10524,36888
10525,33732
10526,28488
10527,60060
10528,35864
10529,35640
10530,25568
10531,16084
10532,14620
10533,12344
10534,35868
10535,12224
10536,34372
10537,36180
10538,15828
10539,12336
10540,60700
10541,11688
10542,32888
10543,16788
10544,27020
10545,32504
10546,34792
10547,36228
10548,36160
10549,35468
10550,32200
10551,32212
10552,32416
10553,24864
10554,35452
10555,31268
10556,32248
10557,53032
10558,35804
10559,43328
10560,31548
10561,36196
10562,32160
10563,35952
10564,35980
10565,34104
10566,36204
10567,35452
10568,35120
10569,36200
10570,22652
10571,11156
10572,63620
10573,36584
10574,34808
10575,38164
10576,60300
10577,61088
10578,47588
10579,25360
10580,28328
10581,35636
10582,27052
10583,36560
10584,35476
10585,35832
10586,35208
10587,60372
10588,36088
10589,36104
10590,35456
10591,35216
10592,16872
10593,23452
10594,33816
10595,35680
10596,15064
10597,41168
10598,27076
10599,14584
10600,32940
10601,34848
10602,27184
10603,27244
10604,32008
10605,35164
10606,22012
10607,35800
10608,35500
10609,32168
10610,35180
10611,30380
10612,1728
10613,35828
10614,14432
10615,33636
10616,30248
10617,47860
10618,16180
10619,27288
10620,34336
10621,42976
10622,16112
10623,35880
10624,4972
10625,31492
10626,40592
10627,34340
10628,36332
10629,35864
10630,36472
10631,56416
10632,29416
10633,12456
10634,35928
10635,27468
10636,34708
10637,36152
10638,64620
10639,35300
10640,32128
10641,27180
10642,7164
10643,32056
10644,32236
10645,34060
10646,23980
10647,36556
10648,34544
10649,31896
10650,32164
10651,31732
10652,27488
10653,16760
10654,36160
10655,65032
10656,35308
10657,33884
10658,31904
10659,27884
10660,31904
10661,17888
10662,35832
10663,35476
10664,12176
10665,58948
10666,33748
10667,34176
10668,65216
10669,34484
10670,30232
10671,14452
10672,34376
10673,31576
10674,34780
10675,35468
10676,34464
10677,31600
10678,30044
10679,35332
10680,35712
10681,35796
10682,26780
10683,21352
10684,31924
10685,31312
10686,25732
10687,36208
10688,36100
10689,32212
10690,32268
10691,34484
10692,34688
10693,29640
10694,35956
10695,31972
10696,63636
10697,35648
10698,26588
10699,46348
10700,36304
10701,30688
10702,5768
10703,34476
10704,35576
10705,39012
10706,35716
10707,34548
10708,25800
10709,36652
10710,34976
10711,8600
10712,32268
10713,34612
10714,16940
10715,16520
10716,36024
10717,59348
10718,35320
10719,36276
10720,32120
10721,36432
10722,35408
10723,35444
10724,15308
10725,6468
10726,32040
10727,27972
10728,34056
10729,61520
10730,51948
10731,25620
10732,36564
10733,31996
10734,31724
10735,35936
10736,35608
10737,50412
10738,26956
10739,16016
10740,36108
10741,34744
10742,20804
10743,58836
10744,34112
10745,32972
10746,71820
10747,43252
10748,34640
10749,26640
10750,31460
10751,36120
10752,35564
10753,33624
10754,16840
10755,49664
10756,16048
10757,35276
10758,55496
10759,12188
10760,36372
10761,32180
10762,30316
10763,32208
10764,9364
10765,35924
10766,35696
10767,35164
10768,60392
10769,34200
10770,23180
10771,31972
10772,34384
10773,35184
10774,31764
10775,27316
10776,20700
10777,57196
10778,57148
10779,15096
10780,22428
10781,12132
10782,6000
10783,26284
10784,34108
10785,38076
10786,34024
10787,27228
10788,35868
10789,16152
10790,68480
10791,31440
10792,35236
10793,34704
10794,15908
10795,35784
10796,29468
10797,35104
10798,32104
10799,32068
10800,16428
10801,35472
10802,34512
10803,32380
10804,30632
10805,34732
10806,36388
10807,47108
10808,5984
10809,7704
10810,16372
10811,34580
10812,35280
10813,27172
10814,35836
10815,35232
10816,53908
10817,27784
10818,47572
10819,27284
10820,62896
10821,34368
10822,52836
10823,36224
10824,28248
10825,32136
10826,33652
10827,49672
10828,31112
10829,7824
10830,36460
10831,752
10832,34344
10833,34084
10834,34624
10835,35508
10836,33908
10837,33856
10838,32780
10839,14388
10840,32420
10841,46340
10842,35916
10843,26312
10844,14432
10845,35112
10846,19920
10847,32176
10848,14464
10849,35356
10850,16692
10851,34308
10852,31016
10853,35744
10854,31732
10855,35644
10856,61000
10857,16052
10858,26772
10859,31776
10860,33212
10861,35816
10862,27200
10863,33956
10864,33356
10865,33244
10866,32740
10867,36512
10868,36068
10869,12168
10870,48756
10871,31520
10872,36020
10873,44752
10874,15776
10875,35348
10876,3608
10877,34340
10878,34316
10879,36268
10880,30688
10881,39496
10882,36796
10883,60260
10884,11936
10885,12224
10886,33748
10887,52012
10888,36032
10889,35852
10890,27084
10891,1684
10892,30404
10893,35620
10894,37208
10895,60696
10896,12812
10897,36060
10898,32052
10899,35576
10900,35332
10901,27216
10902,27120
10903,32188
10904,12204
10905,30612
10906,72068
10907,34156
10908,47336
10909,35360
10910,30136
10911,26556
10912,26208
10913,23000
10914,38428
10915,34468
10916,14728
10917,32308
10918,31932
10919,12228
10920,53412
10921,34028
10922,27196
10923,26548
10924,35332
10925,34156
10926,30672
10927,35104
10928,34292
10929,34544
10930,14604
10931,16540
10932,35412
10933,69972
10934,35820
10935,31312
10936,67752
10937,34464
10938,59816
10939,16080
10940,16760
10941,31704
10942,47468
10943,32276
10944,18668
10945,27128
10946,66736
10947,32120
10948,35252
10949,34356
10950,36080
10951,34012
10952,35504
10953,25164
10954,50380
10955,34048
10956,5744
10957,7208
10958,35604
10959,34740
10960,12412
10961,10472
10962,27880
10963,15140
10964,35544
10965,32264
10966,7452
10967,30540
10968,23932
10969,31892
10970,34172
10971,27092
10972,71316
10973,36240
10974,36136
10975,32172
10976,36240
10977,33700
10978,40952
10979,34628
10980,71712
10981,30712
10982,47556
10983,34780
10984,31156
10985,27140
10986,34180
10987,31144
10988,34700
10989,34488
10990,55324
10991,31136
10992,31692
10993,36064
10994,32192
10995,36396
10996,34444
10997,65556
10998,30440
10999,27120
11000,58728
11001,34740
11002,35388
11003,30388
11004,32716
11005,34564
11006,1832
11007,32128
11008,32008
11009,36228
11010,53176
11011,31972
11012,26748
11013,34516
11014,35836
11015,16048
11016,36472
11017,34484
11018,34368
11019,28476
11020,26512
11021,32332
11022,28560
11023,24788
11024,78528
11025,34236
11026,34600
11027,32564
11028,12148
11029,65476
11030,51440
11031,34528
11032,34152
11033,36160
11034,40228
11035,32628
11036,36204
11037,25008
11038,32668
11039,34056
11040,33544
11041,32756
11042,35696
11043,35284
11044,14424
11045,35852
11046,35380
11047,36076
11048,46084
11049,17556
11050,35820
11051,14404
11052,45292
11053,35324
11054,21800
11055,35648
11056,32824
11057,32192
11058,14620
11059,36220
11060,34328
11061,16280
11062,14620
11063,30728
11064,32192
11065,23140
11066,33688
11067,24772
11068,31296
11069,51164
11070,56176
11071,30444
11072,32276
11073,36144
11074,15640
11075,34856
11076,35316
11077,23084
11078,38688
11079,31632
11080,25644
11081,12116
11082,59128
11083,39800
11084,7176
11085,76600
11086,7216
11087,34568
11088,32384
11089,35564
11090,23236
11091,38524
11092,26972
11093,28364
11094,34320
11095,58732
11096,34772
11097,35692
11098,36148
11099,28396
11100,27304
11101,35392
11102,31364
11103,30316
11104,31292
11105,36048
11106,16668
11107,30500
11108,32336
11109,56344
11110,34360
11111,34976
11112,60304
11113,26248
11114,29572
11115,26680
11116,67080
11117,34108
11118,23344
11119,36100
11120,49836
11121,22420
11122,30624
11123,32956
11124,34516
11125,35980
11126,35280
11127,21852
11128,35844
11129,7468
11130,34920
11131,32492
11132,62000
11133,23280
11134,32916
11135,35364
11136,30472
11137,44548
11138,34236
11139,40432
11140,16132
11141,9052
11142,36400
11143,32084
11144,34580
11145,14492
11146,31940
11147,34492
11148,36064
11149,67068
11150,35432
11151,26828
11152,32248
11153,60348
11154,32024
11155,20060
11156,35240
11157,17060
11158,36148
11159,36272
11160,47232
11161,34464
11162,32248
11163,36564
11164,42520
11165,18008
11166,34656
11167,35216
11168,58628
11169,27048
11170,21988
11171,27048
11172,35456
11173,39828
11174,34484
11175,35472
11176,34764
11177,36036
11178,35208
11179,16788
11180,45688
11181,36200
11182,35244
11183,31408
11184,33800
11185,31840
11186,36124
11187,26436
11188,35368
11189,34216
11190,12384
11191,14604
11192,36716
11193,35432
11194,17436
11195,27252
11196,32428
11197,60132
11198,32572
11199,34452
11200,35828
11201,35916
11202,32920
11203,36440
11204,34464
11205,36800
11206,33656
11207,34368
11208,35792
11209,35916
11210,15880
11211,34728
11212,32136
11213,23820
11214,35788
11215,10696
