n,score
29183,36504
29184,60292
29185,17308
29186,15228
29187,30384
29188,36136
29189,36604
29190,32316
29191,35428
29192,52572
29193,59904
29194,14308
29195,68700
29196,56384
29197,55312
29198,32404
29199,58764
29200,13376
29201,34220
29202,35660
29203,26776
29204,34112
29205,30644
29206,41512
29207,34804
29208,27168
29209,55680
29210,30956
29211,31956
29212,33976
29213,26900
29214,35116
29215,34436
29216,36300
29217,16108
29218,31512
29219,12232
29220,31900
29221,35964
29222,28076
29223,51584
29224,55388
29225,30864
29226,22360
29227,35948
29228,35924
29229,36824
29230,7164
29231,35088
29232,35404
29233,34744
29234,14652
29235,9696
29236,6608
29237,26616
29238,62500
29239,30828
29240,36148
29241,32212
29242,35692
29243,7300
29244,15744
29245,47160
29246,51288
29247,63392
29248,35792
29249,29004
29250,32096
29251,33348
29252,35456
29253,36136
29254,25116
29255,58100
29256,60380
29257,33912
29258,32384
29259,35432
29260,20152
29261,38540
29262,31292
29263,34368
29264,15336
29265,34388
29266,22912
29267,34624
29268,32564
29269,26168
29270,7812
29271,7212
29272,34004
29273,64944
29274,35988
29275,10772
29276,59720
29277,25760
29278,41308
29279,35584
29280,7144
29281,22744
29282,7344
29283,34700
29284,35996
29285,28992
29286,36400
29287,44640
29288,32300
29289,16076
29290,27464
29291,36076
29292,34404
29293,36004
29294,55368
29295,35648
29296,25068
29297,34064
29298,36104
29299,53876
29300,35312
29301,39300
29302,30916
29303,35296
29304,36048
29305,60384
29306,7164
29307,30600
29308,27220
29309,36476
29310,34380
29311,32580
29312,60400
29313,43628
29314,35516
29315,27444
29316,57548
29317,32204
29318,27864
29319,35976
29320,15728
29321,34160
29322,56348
29323,7160
29324,35528
29325,21496
29326,32176
29327,36040
29328,35488
29329,35172
29330,30612
29331,32224
29332,31164
29333,35252
29334,7180
29335,31496
29336,32744
29337,31892
29338,65220
29339,14348
29340,14492
29341,14980
29342,24664
29343,67376
29344,27472
29345,37556
29346,35344
29347,34876
29348,35188
29349,30584
29350,33028
29351,34284
29352,36484
29353,35960
29354,35508
29355,55884
29356,35064
29357,10600
29358,5788
29359,40404
29360,26308
29361,31488
29362,16212
29363,27456
29364,34440
29365,23864
29366,21808
29367,60376
29368,32348
29369,20136
29370,35092
29371,30956
29372,31560
29373,36360
29374,35668
29375,36064
29376,33716
29377,32444
29378,35872
29379,16936
29380,35832
29381,35876
29382,35500
29383,32276
29384,35548
29385,39836
29386,34432
29387,11924
29388,26928
29389,36600
29390,32968
29391,37664
29392,51916
29393,36168
29394,35400
29395,27532
29396,48096
29397,31236
29398,34552
29399,36080
29400,35884
29401,58324
29402,35420
29403,34600
29404,5720
29405,35416
29406,43840
29407,52336
29408,59924
29409,22492
29410,33228
29411,35524
29412,35144
29413,35348
29414,35500
29415,25688
29416,26340
29417,35956
29418,35716
29419,12192
29420,19740
29421,34280
29422,26076
29423,46744
29424,50444
29425,34076
29426,14788
29427,27788
29428,15352
29429,32808
29430,32012
29431,33908
29432,35764
29433,35484
29434,36144
29435,32216
29436,15380
29437,33152
29438,34340
29439,58872
29440,35556
29441,33880
29442,32596
29443,14684
29444,5816
29445,35360
29446,12256
29447,31948
29448,35364
29449,33400
29450,36900
29451,34232
29452,33784
29453,34684
29454,52148
29455,35384
29456,37532
29457,35316
29458,28324
29459,35388
29460,35316
29461,34448
29462,26068
29463,31748
29464,35852
29465,35664
29466,32328
29467,36480
29468,36772
29469,31456
29470,15776
29471,35484
29472,30544
29473,12172
29474,60392
29475,67532
29476,36600
29477,32424
29478,34760
29479,51232
29480,36884
29481,12228
29482,26552
29483,26252
29484,35604
29485,34476
29486,6372
29487,34420
29488,36120
29489,36548
29490,2044
29491,35336
29492,35448
29493,15608
29494,12752
29495,36188
29496,18632
29497,7152
29498,33620
29499,37584
29500,42776
29501,35432
29502,35488
29503,32152
29504,33432
29505,32212
29506,23496
29507,20972
29508,36064
29509,58592
29510,15912
29511,30756
29512,7300
29513,31560
29514,38516
29515,32324
29516,35432
29517,34452
29518,15436
29519,36060
29520,23248
29521,45632
29522,25800
29523,35528
29524,33928
29525,31400
29526,34476
29527,35324
29528,34032
29529,34540
29530,35344
29531,60812
29532,28872
29533,46912
29534,29488
29535,26736
29536,34136
29537,23612
29538,60000
29539,35884
29540,35836
29541,31696
29542,33616
29543,32388
29544,37796
29545,34052
29546,30684
29547,51536
29548,36884
29549,7116
29550,35984
29551,23300
29552,35736
29553,34756
29554,43436
29555,60844
29556,55532
29557,32468
29558,35544
29559,41280
29560,34568
29561,39300
29562,34232
29563,35576
29564,27404
29565,12216
29566,38496
29567,21868
29568,58532
29569,27396
29570,35776
29571,35396
29572,30864
29573,32888
29574,12220
29575,30956
29576,59936
29577,14452
29578,26348
29579,31840
29580,30288
29581,31748
29582,35844
29583,30568
29584,32784
29585,60316
29586,70024
29587,6904
29588,24700
29589,35592
29590,37112
29591,30760
29592,35300
29593,56040
29594,36788
29595,14380
29596,56644
29597,2604
29598,35792
29599,29452
29600,27364
29601,35452
29602,34136
29603,62648
29604,25100
29605,12208
29606,15848
29607,40120
29608,35084
29609,36616
29610,34196
29611,34204
29612,7164
29613,30704
29614,62460
29615,23500
29616,34552
29617,34456
29618,31872
29619,14464
29620,7484
29621,32256
29622,27248
29623,35972
29624,43492
29625,12172
29626,60544
29627,39476
29628,34496
29629,33680
29630,60712
29631,25476
29632,35784
29633,35652
29634,7208
29635,35820
29636,34864
29637,32804
29638,35188
29639,48156
29640,34328
29641,34476
29642,35672
29643,35884
29644,9064
29645,21824
29646,40160
29647,25592
29648,2608
29649,36072
29650,16076
29651,35604
29652,32076
29653,35764
29654,35396
29655,19732
29656,36240
29657,30184
29658,63312
29659,46964
29660,34392
29661,36108
29662,32308
29663,35876
29664,32380
29665,36000
29666,10400
29667,35376
29668,35852
29669,34084
29670,35520
29671,37196
29672,3688
29673,25604
29674,31604
29675,15304
29676,23032
29677,36156
29678,14732
29679,35468
29680,39460
29681,54840
29682,36176
29683,36208
29684,45032
29685,27300
29686,59716
29687,23364
29688,6208
29689,32424
29690,30852
29691,35584
29692,54980
29693,26792
29694,34760
29695,34392
29696,35716
29697,35516
29698,28148
29699,34212
29700,7136
29701,31024
29702,31928
29703,36032
29704,56292
29705,35324
29706,30416
29707,2992
29708,36148
29709,36104
29710,35368
29711,35040
29712,35388
29713,33608
29714,16476
29715,31320
29716,36108
29717,33508
29718,76488
29719,27124
29720,27276
29721,15940
29722,59572
29723,15392
29724,36568
29725,35088
29726,39236
29727,35464
29728,35236
29729,32276
29730,27524
29731,36360
29732,15852
29733,25980
29734,36124
29735,36284
29736,57416
29737,35876
29738,6032
29739,31616
29740,57728
29741,16228
29742,42688
29743,35420
29744,60344
29745,31032
29746,46960
29747,29928
29748,49600
29749,7124
29750,34028
29751,59448
29752,71224
29753,47128
29754,25676
29755,31192
29756,14340
29757,33992
29758,32076
29759,36004
29760,16192
29761,14628
29762,34352
29763,36036
29764,35492
29765,41672
29766,31324
29767,38476
29768,34448
29769,37516
29770,33960
29771,32128
29772,36088
29773,30212
29774,35424
29775,30628
29776,35092
29777,7704
29778,34256
29779,34996
29780,12204
29781,34892
29782,30820
29783,32240
29784,31856
29785,27152
29786,32824
29787,35896
29788,27892
29789,7212
29790,36320
29791,35332
29792,16824
29793,36024
29794,34260
29795,60720
29796,57356
29797,30648
29798,36240
29799,27180
29800,69112
29801,16108
29802,15204
29803,52016
29804,34484
29805,35852
29806,15016
29807,31000
29808,25780
29809,51332
29810,7064
29811,35808
29812,31800
29813,69320
29814,35608
29815,33804
29816,34380
29817,61272
29818,32640
29819,33472
29820,37732
29821,68128
29822,21236
29823,33656
29824,35564
29825,844
29826,53972
29827,7152
29828,32288
29829,61820
29830,35464
29831,36208
29832,36452
29833,39576
29834,35184
29835,53716
29836,26316
29837,36736
29838,35864
29839,27880
29840,15096
29841,53304
29842,36132
29843,30700
29844,12004
29845,12228
29846,32272
29847,12408
29848,51996
29849,67660
29850,32976
29851,35704
29852,36056
29853,35664
29854,23860
29855,53576
29856,29592
29857,36124
29858,56096
29859,31528
29860,34332
29861,32236
29862,53676
29863,15596
29864,32196
29865,59948
29866,31236
29867,35860
29868,35384
29869,34772
29870,34368
29871,34072
29872,32180
29873,31172
29874,32348
29875,34528
29876,35124
29877,31676
29878,36156
29879,30272
29880,34520
29881,39588
29882,47444
29883,17156
29884,32624
29885,27652
29886,37276
29887,14476
29888,27912
29889,35396
29890,15992
29891,27108
29892,52960
29893,68284
29894,7172
29895,27204
29896,36216
29897,27036
29898,34344
29899,51476
29900,8548
29901,58788
29902,34396
29903,35384
29904,59940
29905,68444
29906,36336
29907,15068
29908,35376
29909,34528
29910,36120
29911,36324
29912,35504
29913,34428
29914,34536
29915,23292
29916,14632
29917,43600
29918,35936
29919,36492
29920,55496
29921,35620
29922,27104
29923,33724
29924,34392
29925,30552
29926,31968
29927,35736
29928,35472
29929,34784
29930,36184
29931,32656
29932,34344
29933,35984
29934,34272
29935,32628
29936,35900
29937,35720
29938,55676
29939,16044
29940,32088
29941,32200
29942,34012
29943,31784
29944,35396
29945,41560
29946,30364
29947,39408
29948,34436
29949,11960
29950,58192
29951,37264
29952,32928
29953,24760
29954,26732
29955,35264
29956,35544
29957,16124
29958,35296
29959,47304
29960,35352
29961,32296
29962,35868
29963,32300
29964,58768
29965,27504
29966,31872
29967,34388
29968,7200
29969,14424
29970,2784
29971,34460
29972,60268
29973,35596
29974,35636
29975,57508
29976,34436
29977,36220
29978,31896
29979,36428
29980,31592
29981,35348
29982,35216
29983,32060
29984,34428
29985,32220
29986,35500
29987,31520
29988,30732
29989,27372
29990,36196
29991,46808
29992,26552
29993,32076
29994,27212
29995,22720
29996,57956
29997,39460
29998,65284
29999,67764
30000,16516
30001,56300
30002,34444
30003,15712
30004,23260
30005,63340
30006,24328
30007,35504
30008,46636
30009,44212
30010,36200
30011,16184
30012,35860
30013,35116
30014,35324
30015,37776
30016,36440
30017,23892
30018,12180
30019,32176
30020,34520
30021,36236
30022,35616
30023,36792
30024,34268
30025,35448
30026,35196
30027,36204
30028,16764
30029,9752
30030,36072
30031,9896
30032,33388
30033,51156
30034,29704
30035,31916
30036,23260
30037,60304
30038,35208
30039,36072
30040,7256
30041,35764
30042,34040
30043,21812
30044,75080
30045,35140
30046,12396
30047,5672
30048,27100
30049,14456
30050,21108
30051,55764
30052,33860
30053,63500
30054,32156
30055,40092
30056,16884
30057,48208
30058,44176
30059,30400
30060,80416
30061,32116
30062,55480
30063,35412
30064,40896
30065,69320
30066,33704
30067,5744
30068,19468
30069,30456
30070,59344
30071,29868
30072,35968
30073,60828
30074,30912
30075,21440
30076,31692
30077,35564
30078,33808
30079,35328
30080,30824
30081,35492
30082,35832
30083,12112
30084,60992
30085,36112
30086,34452
30087,36380
30088,60384
30089,32132
30090,60716
30091,69020
30092,35836
30093,16112
30094,27108
30095,31952
30096,34640
30097,35532
30098,35872
30099,35868
30100,31080
30101,35740
30102,35456
30103,14360
30104,35996
30105,34492
30106,35552
30107,35448
30108,66424
30109,35940
30110,31840
30111,25476
30112,59200
30113,26880
30114,34480
30115,28112
30116,32332
30117,29092
30118,35456
30119,59400
30120,32240
30121,60464
30122,11816
30123,12172
30124,25580
30125,41284
30126,35200
30127,15376
30128,35056
30129,16036
30130,34596
30131,35584
30132,25444
30133,27068
30134,35472
30135,33968
30136,30540
30137,35676
30138,34432
30139,37844
30140,32624
30141,34280
30142,40356
30143,35708
30144,72056
30145,7216
30146,36500
30147,16472
30148,32120
30149,30472
30150,32692
30151,34112
30152,33556
30153,36484
30154,16380
30155,34376
30156,12204
30157,36172
30158,39352
30159,26900
30160,60208
30161,33604
30162,35424
30163,23420
30164,31944
30165,27032
30166,58328
30167,33892
30168,25392
30169,40552
30170,35736
30171,55272
30172,63356
30173,35896
30174,60300
30175,35832
30176,35360
30177,6564
30178,36360
30179,14632
30180,25140
30181,36028
30182,32104
30183,56372
30184,19444
30185,12408
30186,36496
30187,55444
30188,12132
30189,34076
30190,30736
30191,32372
30192,36112
30193,35928
30194,31456
30195,34956
30196,34656
30197,35412
30198,33764
30199,23360
30200,33164
30201,36464
30202,38488
30203,35820
30204,60104
30205,13240
30206,78536
30207,32776
30208,34804
30209,36100
30210,32584
30211,27548
30212,67208
30213,23416
30214,36028
30215,35268
30216,40152
30217,55968
30218,31408
30219,40448
30220,40748
30221,26824
30222,7248
30223,35152
30224,43976
30225,33888
30226,58860
30227,35168
30228,55372
30229,36200
30230,20132
30231,35148
30232,62484
30233,23228
30234,30356
30235,36460
30236,34756
30237,35364
30238,16048
30239,49452
30240,34340
30241,36240
30242,32332
30243,31040
30244,52388
30245,34744
30246,15072
30247,34780
30248,33360
30249,35688
30250,55024
30251,74604
30252,22860
30253,36068
30254,36248
30255,25548
30256,30164
30257,35916
30258,40248
30259,26932
30260,35964
30261,33792
30262,14484
30263,64596
30264,7184
30265,34292
30266,35792
30267,36056
30268,36140
30269,36108
30270,34140
30271,36872
30272,14460
30273,35284
30274,35368
30275,30724
30276,15212
30277,34508
30278,35740
30279,30484
30280,34212
30281,69536
30282,36804
30283,31932
30284,14220
30285,36332
30286,35548
30287,1784
30288,58412
30289,39020
30290,36216
30291,35204
30292,34452
30293,27616
30294,12184
30295,34484
30296,33756
30297,32232
30298,36156
30299,65280
30300,34420
30301,35264
30302,20980
30303,35020
30304,32228
30305,32176
30306,67132
30307,32140
30308,34080
30309,36060
30310,36152
30311,35436
30312,35868
30313,12232
30314,35468
30315,16796
30316,36248
30317,16744
30318,30748
30319,32028
30320,34136
30321,32484
30322,30420
30323,14904
30324,27992
30325,48248
30326,35976
30327,32256
30328,59608
30329,34292
30330,34468
30331,71552
30332,68572
30333,38156
30334,36780
30335,54036
30336,35952
30337,32172
30338,55292
30339,22856
30340,34044
30341,35300
30342,7076
30343,47140
30344,30236
30345,40092
30346,54616
30347,60772
30348,36004
30349,34532
30350,23484
30351,36100
30352,34424
30353,32368
30354,20184
30355,35612
30356,35712
30357,36748
30358,16156
30359,34300
30360,58952
30361,14556
30362,32680
30363,35484
30364,36096
30365,34520
30366,34736
30367,58684
30368,37004
30369,34708
30370,33708
30371,35160
30372,60144
30373,35528
30374,60664
30375,27284
30376,36288
30377,26652
30378,34500
30379,44800
30380,1756
30381,52700
30382,34524
30383,31564
30384,34604
30385,16080
30386,15604
30387,15616
30388,29396
30389,31468
30390,58096
30391,43328
30392,35800
30393,14268
30394,36068
30395,56212
30396,12232
30397,36116
30398,32240
30399,35908
30400,31420
30401,34336
30402,34112
30403,24760
30404,31212
30405,15644
30406,31928
30407,35496
30408,36064
30409,35480
30410,26916
30411,60200
30412,27012
30413,35308
30414,58872
30415,31824
30416,35992
30417,25608
30418,15960
30419,34432
30420,35800
30421,29736
30422,51428
30423,34412
30424,35836
30425,36120
30426,60300
30427,39980
30428,35516
30429,34436
30430,31716
30431,14388
30432,27412
30433,35520
30434,7256
30435,31432
30436,38304
30437,32180
30438,64764
30439,35492
30440,54600
30441,12296
30442,16284
30443,62404
30444,36624
30445,14480
30446,28456
30447,34576
30448,36132
30449,27024
30450,34692
30451,22632
30452,15928
30453,32188
30454,7448
30455,37580
30456,50524
30457,40804
30458,16868
30459,55764
30460,32280
30461,27244
30462,28436
30463,35376
30464,55344
30465,36460
30466,36988
30467,32140
30468,35776
30469,36172
30470,54704
30471,30740
30472,59308
30473,3468
30474,34480
30475,35916
30476,27600
30477,34452
30478,30572
30479,26908
30480,35316
30481,35296
30482,26212
30483,41056
30484,69280
30485,25472
30486,32196
30487,31980
30488,36108
30489,34788
30490,35236
30491,35916
30492,34292
30493,44884
30494,32024
30495,24736
30496,11288
30497,53800
30498,16200
30499,15632
30500,832
30501,35904
30502,16584
30503,34752
30504,6500
30505,7204
30506,34416
30507,14484
30508,23268
30509,61132
30510,35824
30511,36036
30512,25680
30513,36192
30514,23488
30515,36104
30516,57996
30517,26868
30518,36324
30519,35468
30520,34704
30521,36192
30522,14064
30523,35816
30524,53236
30525,35780
30526,32088
30527,23160
30528,46812
30529,37764
30530,27164
30531,35752
30532,33636
30533,44784
30534,35492
30535,24984
30536,33440
30537,34224
30538,39736
30539,29872
30540,34452
30541,36820
30542,16096
30543,31408
30544,6896
30545,32140
30546,35928
30547,14488
30548,24860
30549,36072
30550,33984
30551,34464
30552,34540
30553,35588
30554,35972
30555,34524
30556,12392
30557,34036
30558,50080
30559,7192
30560,54932
30561,27080
30562,59412
30563,61080
30564,35192
30565,824
30566,34492
30567,36068
30568,35580
30569,1752
30570,41164
30571,29728
30572,32816
30573,45416
30574,59764
30575,20388
30576,33836
30577,35512
30578,38548
30579,30808
30580,14512
30581,35452
30582,20772
30583,65608
30584,36188
30585,36140
30586,38472
30587,12744
30588,28904
30589,37472
30590,34420
30591,15340
30592,16040
30593,39856
30594,30556
30595,26976
30596,32720
30597,60188
30598,34512
30599,49224
30600,31704
30601,36336
30602,21860
30603,26440
30604,35552
30605,39952
30606,36136
30607,35572
30608,36212
30609,32444
30610,32016
30611,34700
30612,25276
30613,7688
30614,53964
30615,32420
30616,35452
30617,38416
30618,10228
30619,30900
30620,59580
30621,36228
30622,35792
30623,9744
30624,19820
30625,35272
30626,25668
30627,37272
30628,35596
30629,59664
30630,50928
30631,27132
30632,35920
30633,32980
30634,36004
30635,34348
30636,60432
30637,32272
30638,46692
30639,32484
30640,23164
30641,27044
30642,36104
30643,49956
30644,39824
30645,34156
30646,33824
30647,35580
30648,35536
30649,16304
30650,68576
30651,59640
30652,51904
30653,24860
30654,32544
30655,34220
30656,29652
30657,12192
30658,34092
30659,21824
30660,34772
30661,36204
30662,26444
30663,27360
30664,26488
30665,36332
30666,31636
30667,14500
30668,32204
30669,47168
30670,31276
30671,30652
30672,71216
30673,21756
30674,36044
30675,15968
30676,7372
30677,40576
30678,5752
30679,12428
30680,34472
30681,31248
30682,37972
30683,28896
30684,37724
30685,23688
30686,31592
30687,35428
30688,61820
30689,26408
30690,35296
30691,55732
30692,33896
30693,32184
30694,16496
30695,35200
30696,26492
30697,56780
30698,39508
30699,59916
30700,26104
30701,34468
30702,36152
30703,35476
30704,32164
30705,36148
30706,65288
30707,35396
30708,32128
30709,32260
30710,67784
30711,15456
30712,3496
30713,34144
30714,32008
30715,59000
30716,36132
30717,15184
30718,34156
30719,66044
30720,30412
30721,26924
30722,35412
30723,28040
30724,36064
30725,26520
30726,27236
30727,34312
30728,34892
30729,44136
30730,35976
30731,36268
30732,32868
30733,36068
30734,35584
30735,31864
30736,79568
30737,36312
30738,34712
30739,36236
30740,66312
30741,35516
30742,60444
30743,33628
30744,34988
30745,34136
30746,10640
30747,29844
30748,36216
30749,15276
30750,36332
30751,35704
30752,69364
30753,35776
30754,12228
30755,26592
30756,32580
30757,25016
30758,25732
30759,36132
30760,35472
30761,31940
30762,31768
30763,35472
30764,65300
30765,31896
30766,53004
30767,60488
30768,32196
30769,35168
30770,7160
30771,36192
30772,14488
30773,32308
30774,33296
30775,29504
30776,30168
30777,31160
30778,36008
30779,31144
30780,7236
30781,35904
30782,34360
30783,1764
30784,48944
30785,56728
30786,35888
30787,16000
30788,31836
30789,60732
30790,35260
30791,34684
30792,59984
30793,13936
30794,37840
30795,32232
30796,3408
30797,14220
30798,34580
30799,35024
30800,36088
30801,27480
30802,53916
30803,4768
30804,31844
30805,32856
30806,21152
30807,33464
30808,48120
30809,58920
30810,7136
30811,34672
30812,31476
30813,57576
30814,35976
30815,31872
30816,53928
30817,36764
30818,34716
30819,34440
30820,32144
30821,36036
30822,32908
30823,41196
30824,35544
30825,28652
30826,35476
30827,44428
30828,34368
30829,36136
30830,32480
30831,27220
30832,33660
30833,35168
30834,60508
30835,35992
30836,63324
30837,32056
30838,36724
30839,26676
30840,69132
30841,30068
30842,12248
30843,32288
30844,51748
30845,35940
30846,9732
30847,36012
30848,34996
30849,36124
30850,14660
30851,30796
30852,36736
30853,34168
30854,3540
30855,36444
30856,23512
30857,58884
30858,59284
30859,60012
30860,12204
30861,34268
30862,32944
30863,36060
30864,35344
30865,32012
30866,37600
30867,35556
30868,53488
30869,31448
30870,30044
30871,35064
30872,30688
30873,68544
30874,31088
30875,27052
30876,32168
30877,33688
30878,55420
30879,33196
30880,30452
30881,35608
30882,34460
30883,35000
30884,56032
30885,52252
30886,34076
30887,23280
30888,35644
30889,36548
30890,27236
30891,60692
30892,36268
30893,11332
30894,14316
30895,35712
30896,67984
30897,34400
30898,27420
30899,32876
30900,6888
30901,36060
30902,36240
30903,34444
30904,34896
30905,58756
30906,53440
30907,33928
30908,35048
30909,33736
30910,34212
30911,31560
30912,35824
30913,31912
30914,35360
30915,59956
30916,23352
30917,27164
30918,13564
30919,55904
30920,36152
30921,37836
30922,35432
30923,35540
30924,35968
30925,27120
30926,65212
30927,35876
30928,12748
30929,19476
30930,36232
30931,17896
30932,20496
30933,31716
30934,35520
30935,27268
30936,43180
30937,59728
30938,60332
30939,35640
30940,36092
30941,15968
30942,35196
30943,36380
30944,35268
30945,49764
30946,12188
30947,36528
30948,16404
30949,55588
30950,27420
30951,16096
30952,32340
30953,54728
30954,6728
30955,35424
30956,9600
30957,36804
30958,25476
30959,30956
30960,35504
30961,58764
30962,31888
30963,31808
30964,32552
30965,32252
30966,35468
30967,12424
30968,35464
30969,12224
30970,31852
30971,15500
30972,27056
30973,35468
30974,35924
30975,31456
30976,32160
30977,30752
30978,58252
30979,36956
30980,34640
30981,47256
30982,61304
30983,35364
30984,30876
30985,63672
30986,36600
30987,35912
30988,27372
30989,35792
30990,35616
30991,35972
30992,32440
30993,35440
30994,35912
30995,36864
30996,33996
30997,21236
30998,19928
30999,35408
31000,26536
31001,36048
31002,35384
31003,36172
31004,58688
31005,65192
31006,34960
31007,35920
31008,12064
31009,32276
31010,29980
31011,41028
31012,33184
31013,27332
31014,32500
31015,35088
31016,33784
31017,35384
31018,25516
31019,36708
31020,34924
31021,37764
31022,58804
31023,35792
31024,35552
31025,33676
31026,33116
31027,32776
31028,26480
31029,35976
31030,30892
31031,32068
31032,30416
31033,49576
31034,37628
31035,27168
31036,36128
31037,35792
31038,68368
31039,31912
31040,34580
31041,34644
31042,35964
31043,36000
31044,14468
31045,36260
31046,34632
31047,34652
31048,50460
31049,35972
31050,31992
31051,60988
31052,31568
31053,16072
31054,12196
31055,11820
31056,34316
31057,23292
31058,62376
31059,52444
31060,11504
31061,27104
31062,25620
31063,14476
31064,25660
31065,36292
31066,35516
31067,56520
31068,16112
31069,32384
31070,36372
31071,31856
31072,36128
31073,35460
31074,34464
31075,34412
31076,18492
31077,35956
31078,34340
31079,34888
31080,33232
31081,5796
31082,36304
31083,16212
31084,36744
31085,27184
31086,23180
31087,39496
31088,35780
31089,36276
31090,33200
31091,37548
31092,35428
31093,35828
31094,31132
31095,36172
31096,32452
31097,34164
31098,35964
31099,34400
31100,45448
31101,24744
31102,35340
31103,3556
31104,26012
31105,14112
31106,54600
31107,34560
31108,34564
31109,40964
31110,25748
31111,35972
31112,29708
31113,34352
31114,28840
31115,10664
31116,35960
31117,35888
31118,31436
31119,26712
31120,27904
31121,36052
31122,25612
31123,37848
31124,68148
31125,34480
31126,12472
31127,30996
31128,34412
31129,32164
31130,55684
31131,17120
31132,16096
31133,67560
31134,31512
31135,35184
31136,12904
31137,58152
31138,40236
31139,35552
31140,71616
31141,36124
31142,29704
31143,23864
31144,35344
31145,35844
31146,35736
31147,5732
31148,34524
31149,16076
31150,35060
31151,35804
31152,40740
31153,55396
31154,19348
31155,30672
31156,32248
31157,26776
31158,24960
31159,33968
31160,36464
31161,27012
31162,33720
31163,34684
31164,34036
31165,3388
31166,60488
31167,35412
31168,53968
31169,31784
31170,34520
31171,36328
31172,12316
31173,55304
31174,24668
31175,16184
31176,34584
31177,68964
31178,14460
31179,35488
31180,30584
31181,35492
31182,34116
31183,26168
31184,12716
31185,35604
31186,32372
31187,13740
31188,10540
31189,52316
31190,34488
31191,35428
31192,27168
31193,36288
31194,32900
31195,60328
31196,51276
31197,34572
31198,11840
31199,32144
31200,38136
31201,35964
31202,31116
31203,35832
31204,34684
31205,35940
31206,35420
31207,34352
31208,34288
31209,30704
31210,34012
31211,31220
31212,34384
31213,35344
31214,13140
31215,25748
31216,20004
31217,16392
31218,36008
31219,35940
31220,36268
31221,68496
31222,26948
31223,58080
31224,32424
31225,27908
31226,41316
31227,31160
31228,63600
31229,25152
31230,37712
31231,36232
31232,34096
31233,34624
31234,40872
31235,34264
31236,35032
31237,60164
31238,32156
31239,49348
31240,16156
31241,30448
31242,33276
31243,31220
31244,36088
31245,32396
31246,65856
31247,36036
31248,51812
31249,32600
31250,36132
31251,50416
31252,30592
31253,54640
31254,30476
31255,11116
31256,51440
31257,33684
31258,12052
31259,37004
31260,60928
31261,33988
31262,31988
31263,31096
31264,29976
31265,17768
31266,36040
31267,35448
31268,34540
31269,31136
31270,33880
31271,36040
31272,26248
31273,25456
31274,32284
31275,35604
31276,35916
31277,35976
31278,35132
31279,36392
31280,36968
31281,36052
31282,27928
31283,37936
31284,32168
31285,25644
31286,27032
31287,36160
31288,34548
31289,68220
31290,59960
31291,32184
31292,11720
31293,36028
31294,58480
31295,23328
31296,34472
31297,33988
31298,32488
31299,32288
31300,31464
31301,39696
31302,35192
31303,54004
31304,32432
31305,47064
31306,41000
31307,36120
31308,54884
31309,57156
31310,34744
31311,35612
31312,36196
31313,32296
31314,34600
31315,34760
31316,36240
31317,33876
31318,35820
31319,36896
31320,15252
31321,33968
31322,31920
31323,35596
31324,32328
31325,36132
31326,35072
31327,37360
31328,35248
31329,31104
31330,27688
31331,61288
31332,67800
31333,20228
31334,79404
31335,35364
31336,32224
31337,34336
31338,35620
31339,31580
31340,36560
31341,36232
31342,58956
31343,35952
31344,36512
31345,54876
31346,36044
31347,58752
31348,34460
31349,32624
31350,65644
31351,60252
31352,36048
31353,35228
31354,46720
31355,32272
31356,35276
31357,24320
31358,35420
31359,32180
31360,35824
31361,32136
31362,72076
31363,38592
31364,40792
31365,34384
31366,59724
31367,60092
31368,44944
31369,19972
31370,25436
31371,34800
31372,24104
31373,35816
31374,56800
31375,38068
31376,30352
31377,36160
31378,27212
31379,32184
31380,25656
31381,31864
31382,36804
31383,27268
31384,43344
31385,32152
31386,18028
31387,50372
31388,20748
31389,5760
31390,32964
31391,48528
31392,36280
31393,67000
31394,35344
31395,35292
31396,40960
31397,34832
31398,36188
31399,34608
31400,36032
31401,60708
31402,32236
31403,35804
31404,35628
31405,32800
31406,60680
31407,26452
31408,34504
31409,64152
31410,36260
31411,17956
31412,35964
31413,35616
31414,35512
31415,53604
31416,30636
31417,16156
31418,29764
31419,36192
31420,60300
31421,35980
31422,15604
31423,30612
31424,32164
31425,25360
31426,36460
31427,35328
31428,36324
31429,35660
31430,33708
31431,14720
31432,32752
31433,36028
31434,31488
31435,37440
31436,32236
31437,26832
31438,60368
31439,30540
31440,39688
31441,6928
31442,53612
31443,28180
31444,34408
31445,51344
31446,15956
31447,23320
31448,34492
31449,35472
31450,34084
31451,34304
31452,36032
31453,35856
31454,34376
31455,29548
31456,35960
31457,35604
31458,35040
31459,68792
31460,4980
31461,36408
31462,30268
31463,35192
31464,26908
31465,36012
31466,13680
31467,14068
31468,27868
31469,13856
31470,13596
31471,32216
31472,34452
31473,32404
31474,14408
31475,32660
31476,66768
31477,16264
31478,70780
31479,36008
31480,34672
31481,35660
31482,35980
31483,55408
31484,47688
31485,17496
31486,27220
31487,28160
31488,37764
31489,36212
31490,44940
31491,34180
31492,1552
31493,38112
31494,35696
31495,35092
31496,35544
31497,58788
31498,25144
31499,41596
31500,30072
31501,33768
31502,36236
31503,35688
31504,35688
31505,32912
31506,36120
31507,34804
31508,31344
31509,36084
31510,32216
31511,60344
31512,67876
31513,59152
31514,63268
31515,16052
